vector;neuron;step;score
[5.320904,2.431521,3.689706,1.110986];36;360;6
[5.769246,2.664050,4.025318,1.226866];37;360;6
[5.992848,2.796234,4.471860,1.485980];38;360;2
[6.274193,2.716012,4.874818,1.796058];39;360;3
[7.033893,3.198179,5.965293,2.202440];40;360;4
[6.735379,3.137903,5.627592,2.304159];41;360;7
[6.663379,3.102460,5.190645,1.803185];42;360;0
[6.330833,3.169347,4.562933,1.530686];43;360;5
[5.749694,2.989583,4.252011,1.284967];44;360;3
[5.616643,2.726404,4.147279,1.295530];45;360;3
[5.597944,2.588909,4.335759,1.229841];46;360;1
[5.942978,2.682318,4.587418,1.375551];47;360;2
[6.177784,2.747544,4.759702,1.552115];48;360;2
[6.391722,2.662814,5.222460,1.808222];49;360;1
[7.606694,3.013332,6.464467,2.142826];50;360;8
[7.199946,3.460462,6.054340,2.403998];51;360;1
[6.817706,3.184991,5.038304,1.662963];52;360;3
[6.102449,3.363024,4.568019,1.602482];53;360;1
[5.962664,3.063731,4.348135,1.470006];54;360;2
[5.654181,2.757757,4.240364,1.325541];55;360;1
[5.794551,2.587391,4.547747,1.310237];56;360;1
[5.998703,2.220034,4.997016,1.494188];57;360;2
[6.157890,2.772655,5.019301,1.394485];58;360;3
[6.652922,2.548021,5.766325,1.772271];59;360;1
[6.335834,3.332826,5.487875,2.356287];0;361;3
[6.393145,3.000502,5.459712,2.213514];1;361;2
[6.219659,2.956303,5.156322,1.918577];2;361;0
[5.810365,2.778906,4.737446,1.670708];3;361;0
[5.151494,2.952458,2.634708,0.782044];4;361;0
[4.858027,3.156494,1.565528,0.250713];5;361;19
[5.014832,3.525532,1.336650,0.290277];6;361;11
[5.249462,3.772672,1.433014,0.286961];7;361;5
[5.344970,3.659032,1.715467,0.362005];8;361;4
[5.939943,3.898323,2.715356,1.356768];9;361;0
[6.671927,3.026001,5.202254,2.291258];10;361;2
[6.382600,3.161246,5.242349,2.236639];11;361;1
[6.031913,3.002132,4.837646,1.813471];12;361;3
[5.793197,2.772843,5.000742,1.898173];13;361;4
[5.212149,2.888327,3.300300,1.100547];14;361;1
[5.082378,3.394009,1.811908,0.442257];15;361;4
[5.098738,3.772434,1.597106,0.215842];16;361;3
[5.510623,4.159962,1.574482,0.362152];17;361;3
[5.498303,3.867949,1.956420,0.491424];18;361;1
[5.574957,3.539470,3.872299,0.955034];19;361;0
[6.505819,3.010199,5.185009,2.186451];20;361;0
[6.457680,3.015354,5.181033,2.004097];21;361;2
[6.093283,2.981302,5.023189,1.810388];22;361;1
[5.808129,2.896099,4.602992,1.709152];23;361;1
[5.265301,2.764294,3.864153,1.371881];24;361;1
[5.232180,3.065408,2.791213,0.844208];25;361;0
[5.259401,3.284040,2.338498,0.620708];26;361;0
[5.507016,3.422611,2.564271,0.703700];27;361;0
[5.778411,3.196722,3.182599,1.023721];28;361;0
[6.168888,2.842918,4.180504,1.781072];29;361;0
[6.151524,2.928875,5.307278,2.265175];30;361;1
[6.484381,3.083266,5.442345,1.880516];31;361;3
[6.497057,2.836547,4.694765,1.560447];32;361;4
[5.992292,2.865871,4.401922,1.550135];33;361;0
[5.131479,2.620757,4.349511,1.588228];34;361;1
[5.553288,2.865528,3.670716,1.300585];35;361;2
[5.321702,2.431821,3.690855,1.111303];36;361;6
[5.771019,2.664504,4.028906,1.227778];37;361;6
[5.994647,2.796257,4.475541,1.486062];38;361;2
[6.274279,2.716293,4.875570,1.795069];39;361;3
[7.033893,3.198179,5.965293,2.202440];40;361;4
[6.735379,3.137903,5.627592,2.304159];41;361;7
[6.663379,3.102460,5.190645,1.803185];42;361;0
[6.330833,3.169347,4.562933,1.530686];43;361;5
[5.749694,2.989583,4.252011,1.284967];44;361;3
[5.616643,2.726404,4.147279,1.295530];45;361;3
[5.600288,2.589614,4.338312,1.230744];46;361;1
[5.951419,2.685101,4.599536,1.378493];47;361;2
[6.185532,2.750870,4.781277,1.548811];48;361;2
[6.389554,2.666057,5.219565,1.800935];49;361;1
[7.606694,3.013332,6.464467,2.142826];50;361;8
[7.199946,3.460462,6.054340,2.403998];51;361;1
[6.817706,3.184991,5.038304,1.662963];52;361;3
[6.102449,3.363024,4.568019,1.602482];53;361;1
[5.962664,3.063731,4.348135,1.470006];54;361;2
[5.654181,2.757757,4.240364,1.325541];55;361;1
[5.797512,2.588636,4.550982,1.311349];56;361;1
[6.017805,2.256805,5.003546,1.494556];57;361;2
[6.255387,2.791415,5.074666,1.466876];58;361;3
[6.630547,2.563997,5.724079,1.755008];59;361;1
[6.335834,3.332826,5.487875,2.356287];0;362;3
[6.393145,3.000502,5.459712,2.213514];1;362;2
[6.219659,2.956303,5.156322,1.918577];2;362;0
[5.810365,2.778906,4.737446,1.670708];3;362;0
[5.150606,2.955666,2.626887,0.779219];4;362;0
[4.867029,3.178272,1.548693,0.253838];5;362;20
[5.004656,3.508015,1.311506,0.296948];6;362;9
[5.233645,3.755385,1.424581,0.287788];7;362;6
[5.342948,3.658100,1.713032,0.361642];8;362;4
[5.939943,3.898323,2.715356,1.356768];9;362;0
[6.671927,3.026001,5.202254,2.291258];10;362;2
[6.382600,3.161246,5.242349,2.236639];11;362;1
[6.031913,3.002132,4.837646,1.813471];12;362;3
[5.793197,2.772843,5.000742,1.898173];13;362;4
[5.211440,2.890370,3.293620,1.097874];14;362;1
[5.080431,3.396515,1.799805,0.438894];15;362;4
[5.092478,3.755161,1.578269,0.221178];16;362;3
[5.498551,4.144359,1.567993,0.360682];17;362;3
[5.496639,3.866721,1.954228,0.490785];18;362;1
[5.574957,3.539470,3.872299,0.955034];19;362;0
[6.505819,3.010199,5.185009,2.186451];20;362;0
[6.457680,3.015354,5.181033,2.004097];21;362;2
[6.093283,2.981302,5.023189,1.810388];22;362;1
[5.808129,2.896099,4.602992,1.709152];23;362;1
[5.265084,2.764894,3.862064,1.371008];24;362;1
[5.231404,3.066859,2.786233,0.842390];25;362;0
[5.257881,3.285305,2.332414,0.618829];26;362;0
[5.505323,3.422869,2.560049,0.702352];27;362;0
[5.777777,3.196969,3.181065,1.023131];28;362;0
[6.168888,2.842918,4.180504,1.781072];29;362;0
[6.151524,2.928875,5.307278,2.265175];30;362;1
[6.484381,3.083266,5.442345,1.880516];31;362;3
[6.497057,2.836547,4.694765,1.560447];32;362;4
[5.992292,2.865871,4.401922,1.550135];33;362;0
[5.131479,2.620757,4.349511,1.588228];34;362;1
[5.553288,2.865528,3.670716,1.300585];35;362;2
[5.321702,2.431821,3.690855,1.111303];36;362;6
[5.771019,2.664504,4.028906,1.227778];37;362;6
[5.994647,2.796257,4.475541,1.486062];38;362;2
[6.274279,2.716293,4.875570,1.795069];39;362;3
[7.033893,3.198179,5.965293,2.202440];40;362;4
[6.735379,3.137903,5.627592,2.304159];41;362;7
[6.663379,3.102460,5.190645,1.803185];42;362;0
[6.330833,3.169347,4.562933,1.530686];43;362;5
[5.749694,2.989583,4.252011,1.284967];44;362;3
[5.616643,2.726404,4.147279,1.295530];45;362;3
[5.600288,2.589614,4.338312,1.230744];46;362;1
[5.951419,2.685101,4.599536,1.378493];47;362;2
[6.185532,2.750870,4.781277,1.548811];48;362;2
[6.389554,2.666057,5.219565,1.800935];49;362;1
[7.606694,3.013332,6.464467,2.142826];50;362;8
[7.199946,3.460462,6.054340,2.403998];51;362;1
[6.817706,3.184991,5.038304,1.662963];52;362;3
[6.102449,3.363024,4.568019,1.602482];53;362;1
[5.962664,3.063731,4.348135,1.470006];54;362;2
[5.654181,2.757757,4.240364,1.325541];55;362;1
[5.797512,2.588636,4.550982,1.311349];56;362;1
[6.017805,2.256805,5.003546,1.494556];57;362;2
[6.255387,2.791415,5.074666,1.466876];58;362;3
[6.630547,2.563997,5.724079,1.755008];59;362;1
[6.335834,3.332826,5.487875,2.356287];0;363;4
[6.393145,3.000502,5.459712,2.213514];1;363;3
[6.219659,2.956303,5.156322,1.918577];2;363;0
[5.810365,2.778906,4.737446,1.670708];3;363;0
[5.150606,2.955666,2.626887,0.779219];4;363;0
[4.867029,3.178272,1.548693,0.253838];5;363;20
[5.004656,3.508015,1.311506,0.296948];6;363;9
[5.233645,3.755385,1.424581,0.287788];7;363;6
[5.342948,3.658100,1.713032,0.361642];8;363;4
[5.939943,3.898323,2.715356,1.356768];9;363;0
[6.671927,3.026001,5.202254,2.291258];10;363;2
[6.382600,3.161246,5.242349,2.236639];11;363;1
[6.031913,3.002132,4.837646,1.813471];12;363;3
[5.793197,2.772843,5.000742,1.898173];13;363;4
[5.211440,2.890370,3.293620,1.097874];14;363;1
[5.080431,3.396515,1.799805,0.438894];15;363;4
[5.092478,3.755161,1.578269,0.221178];16;363;3
[5.498551,4.144359,1.567993,0.360682];17;363;3
[5.496639,3.866721,1.954228,0.490785];18;363;1
[5.574957,3.539470,3.872299,0.955034];19;363;0
[6.506801,3.010164,5.186061,2.186162];20;363;0
[6.459686,3.015264,5.182901,2.004659];21;363;2
[6.095643,2.981365,5.024781,1.811355];22;363;1
[5.808937,2.896183,4.603723,1.709470];23;363;1
[5.265084,2.764894,3.862064,1.371008];24;363;1
[5.231404,3.066859,2.786233,0.842390];25;363;0
[5.257881,3.285305,2.332414,0.618829];26;363;0
[5.505323,3.422869,2.560049,0.702352];27;363;0
[5.777777,3.196969,3.181065,1.023131];28;363;0
[6.168888,2.842918,4.180504,1.781072];29;363;0
[6.166855,2.930556,5.311835,2.261270];30;363;1
[6.504392,3.077987,5.446000,1.894431];31;363;3
[6.504219,2.840411,4.713802,1.573203];32;363;4
[5.994989,2.866319,4.405589,1.551972];33;363;0
[5.131479,2.620757,4.349511,1.588228];34;363;1
[5.553288,2.865528,3.670716,1.300585];35;363;2
[5.321702,2.431821,3.690855,1.111303];36;363;6
[5.771019,2.664504,4.028906,1.227778];37;363;6
[5.994647,2.796257,4.475541,1.486062];38;363;2
[6.274279,2.716293,4.875570,1.795069];39;363;3
[7.019064,3.185614,5.935793,2.195946];40;363;5
[6.779714,3.043292,5.540055,2.164092];41;363;4
[6.672041,3.095964,5.210258,1.822004];42;363;0
[6.333582,3.168355,4.568424,1.534022];43;363;5
[5.749694,2.989583,4.252011,1.284967];44;363;3
[5.616643,2.726404,4.147279,1.295530];45;363;3
[5.600288,2.589614,4.338312,1.230744];46;363;1
[5.951419,2.685101,4.599536,1.378493];47;363;2
[6.185532,2.750870,4.781277,1.548811];48;363;2
[6.389554,2.666057,5.219565,1.800935];49;363;1
[7.587622,3.013017,6.441665,2.141814];50;363;8
[7.174589,3.431268,6.019194,2.384724];51;363;1
[6.817288,3.180617,5.049219,1.673296];52;363;3
[6.104778,3.361812,4.571131,1.604143];53;363;1
[5.962664,3.063731,4.348135,1.470006];54;363;2
[5.654181,2.757757,4.240364,1.325541];55;363;1
[5.797512,2.588636,4.550982,1.311349];56;363;1
[6.017805,2.256805,5.003546,1.494556];57;363;2
[6.255387,2.791415,5.074666,1.466876];58;363;3
[6.630547,2.563997,5.724079,1.755008];59;363;1
[6.335834,3.332826,5.487875,2.356287];0;364;4
[6.393145,3.000502,5.459712,2.213514];1;364;3
[6.219659,2.956303,5.156322,1.918577];2;364;0
[5.810365,2.778906,4.737446,1.670708];3;364;0
[5.150606,2.955666,2.626887,0.779219];4;364;0
[4.867029,3.178272,1.548693,0.253838];5;364;20
[5.004656,3.508015,1.311506,0.296948];6;364;9
[5.233645,3.755385,1.424581,0.287788];7;364;6
[5.342948,3.658100,1.713032,0.361642];8;364;4
[5.939943,3.898323,2.715356,1.356768];9;364;0
[6.671927,3.026001,5.202254,2.291258];10;364;2
[6.382600,3.161246,5.242349,2.236639];11;364;1
[6.030991,3.001722,4.837371,1.813379];12;364;3
[5.790214,2.771932,4.999070,1.897511];13;364;4
[5.209615,2.888083,3.300688,1.101402];14;364;2
[5.079828,3.393521,1.808822,0.443105];15;364;4
[5.092321,3.754139,1.580649,0.222382];16;364;3
[5.498551,4.144359,1.567993,0.360682];17;364;3
[5.496639,3.866721,1.954228,0.490785];18;364;1
[5.574957,3.539470,3.872299,0.955034];19;364;0
[6.506801,3.010164,5.186061,2.186162];20;364;0
[6.459686,3.015264,5.182901,2.004659];21;364;2
[6.091650,2.979757,5.023029,1.810983];22;364;1
[5.787448,2.886817,4.601270,1.709246];23;364;0
[5.241938,2.748099,3.902510,1.391866];24;364;1
[5.223569,3.053457,2.826750,0.862666];25;364;0
[5.256686,3.282682,2.339652,0.622439];26;364;0
[5.505323,3.422869,2.560049,0.702352];27;364;0
[5.777777,3.196969,3.181065,1.023131];28;364;0
[6.168888,2.842918,4.180504,1.781072];29;364;0
[6.166855,2.930556,5.311835,2.261270];30;364;1
[6.504392,3.077987,5.446000,1.894431];31;364;3
[6.494820,2.838417,4.712550,1.573946];32;364;4
[5.925565,2.843094,4.411574,1.561357];33;364;0
[4.972668,2.537909,4.452757,1.664912];34;364;1
[5.511868,2.842353,3.723294,1.325908];35;364;1
[5.319231,2.432220,3.695596,1.114752];36;364;6
[5.771019,2.664504,4.028906,1.227778];37;364;6
[5.994647,2.796257,4.475541,1.486062];38;364;2
[6.274279,2.716293,4.875570,1.795069];39;364;3
[7.019064,3.185614,5.935793,2.195946];40;364;5
[6.779714,3.043292,5.540055,2.164092];41;364;4
[6.666124,3.093974,5.207887,1.821596];42;364;0
[6.299689,3.152553,4.566806,1.537946];43;364;5
[5.695823,2.958543,4.267734,1.311281];44;364;5
[5.599700,2.721051,4.155619,1.305093];45;364;3
[5.597950,2.589314,4.338851,1.232311];46;364;1
[5.951419,2.685101,4.599536,1.378493];47;364;2
[6.185532,2.750870,4.781277,1.548811];48;364;2
[6.389554,2.666057,5.219565,1.800935];49;364;1
[7.587622,3.013017,6.441665,2.141814];50;364;8
[7.174589,3.431268,6.019194,2.384724];51;364;1
[6.815726,3.180063,5.048772,1.673318];52;364;3
[6.100755,3.358934,4.570894,1.604463];53;364;1
[5.956437,3.060428,4.349025,1.471353];54;364;2
[5.651662,2.756896,4.241231,1.326792];55;364;0
[5.796781,2.588564,4.550941,1.311665];56;364;1
[6.017805,2.256805,5.003546,1.494556];57;364;2
[6.255387,2.791415,5.074666,1.466876];58;364;3
[6.630547,2.563997,5.724079,1.755008];59;364;1
[6.335834,3.332826,5.487875,2.356287];0;365;4
[6.393145,3.000502,5.459712,2.213514];1;365;3
[6.219659,2.956303,5.156322,1.918577];2;365;0
[5.810365,2.778906,4.737446,1.670708];3;365;0
[5.150437,2.958486,2.623458,0.777285];4;365;0
[4.872537,3.192971,1.549906,0.252565];5;365;20
[5.010701,3.526528,1.329796,0.290801];6;365;10
[5.230486,3.756440,1.428728,0.285712];7;365;5
[5.342137,3.658574,1.712655,0.361102];8;365;4
[5.939943,3.898323,2.715356,1.356768];9;365;0
[6.671927,3.026001,5.202254,2.291258];10;365;2
[6.382600,3.161246,5.242349,2.236639];11;365;1
[6.030991,3.001722,4.837371,1.813379];12;365;3
[5.790214,2.771932,4.999070,1.897511];13;365;4
[5.208973,2.893425,3.290724,1.096121];14;365;1
[5.081107,3.419293,1.795582,0.427692];15;365;4
[5.097589,3.785603,1.593925,0.207027];16;365;3
[5.473282,4.122527,1.570022,0.350495];17;365;3
[5.494315,3.866330,1.952153,0.489081];18;365;1
[5.574957,3.539470,3.872299,0.955034];19;365;0
[6.506801,3.010164,5.186061,2.186162];20;365;0
[6.459686,3.015264,5.182901,2.004659];21;365;2
[6.091650,2.979757,5.023029,1.810983];22;365;1
[5.787448,2.886817,4.601270,1.709246];23;365;0
[5.241464,2.751612,3.894821,1.387886];24;365;1
[5.220648,3.071107,2.797747,0.846999];25;365;0
[5.246752,3.315481,2.292757,0.595656];26;365;0
[5.495740,3.431785,2.537352,0.690475];27;365;0
[5.775514,3.198983,3.175785,1.020383];28;365;0
[6.168888,2.842918,4.180504,1.781072];29;365;0
[6.166855,2.930556,5.311835,2.261270];30;365;1
[6.504392,3.077987,5.446000,1.894431];31;365;3
[6.494820,2.838417,4.712550,1.573946];32;365;4
[5.925565,2.843094,4.411574,1.561357];33;365;0
[4.972772,2.538937,4.450433,1.663718];34;365;1
[5.510493,2.845551,3.716203,1.322148];35;365;1
[5.317947,2.440234,3.683318,1.109393];36;365;7
[5.768778,2.668296,4.020795,1.224346];37;365;6
[5.993918,2.797074,4.473198,1.485015];38;365;2
[6.274279,2.716293,4.875570,1.795069];39;365;3
[7.019064,3.185614,5.935793,2.195946];40;365;5
[6.779714,3.043292,5.540055,2.164092];41;365;4
[6.666124,3.093974,5.207887,1.821596];42;365;0
[6.299689,3.152553,4.566806,1.537946];43;365;5
[5.695823,2.958543,4.267734,1.311281];44;365;5
[5.599700,2.721051,4.155619,1.305093];45;365;3
[5.597950,2.589314,4.338851,1.232311];46;365;1
[5.951419,2.685101,4.599536,1.378493];47;365;2
[6.185532,2.750870,4.781277,1.548811];48;365;2
[6.389554,2.666057,5.219565,1.800935];49;365;1
[7.587622,3.013017,6.441665,2.141814];50;365;8
[7.174589,3.431268,6.019194,2.384724];51;365;1
[6.815726,3.180063,5.048772,1.673318];52;365;3
[6.100755,3.358934,4.570894,1.604463];53;365;1
[5.956437,3.060428,4.349025,1.471353];54;365;2
[5.651662,2.756896,4.241231,1.326792];55;365;0
[5.796781,2.588564,4.550941,1.311665];56;365;1
[6.017805,2.256805,5.003546,1.494556];57;365;2
[6.255387,2.791415,5.074666,1.466876];58;365;3
[6.630547,2.563997,5.724079,1.755008];59;365;1
[6.335834,3.332826,5.487875,2.356287];0;366;4
[6.393145,3.000502,5.459712,2.213514];1;366;3
[6.219659,2.956303,5.156322,1.918577];2;366;0
[5.810365,2.778906,4.737446,1.670708];3;366;0
[5.150437,2.958486,2.623458,0.777285];4;366;0
[4.872537,3.192971,1.549906,0.252565];5;366;20
[5.010701,3.526528,1.329796,0.290801];6;366;10
[5.230486,3.756440,1.428728,0.285712];7;366;5
[5.342137,3.658574,1.712655,0.361102];8;366;4
[5.939943,3.898323,2.715356,1.356768];9;366;0
[6.671927,3.026001,5.202254,2.291258];10;366;2
[6.382600,3.161246,5.242349,2.236639];11;366;1
[6.030991,3.001722,4.837371,1.813379];12;366;3
[5.790214,2.771932,4.999070,1.897511];13;366;4
[5.208973,2.893425,3.290724,1.096121];14;366;1
[5.081107,3.419293,1.795582,0.427692];15;366;4
[5.097589,3.785603,1.593925,0.207027];16;366;3
[5.473282,4.122527,1.570022,0.350495];17;366;3
[5.494315,3.866330,1.952153,0.489081];18;366;1
[5.574957,3.539470,3.872299,0.955034];19;366;0
[6.506801,3.010164,5.186061,2.186162];20;366;0
[6.459686,3.015264,5.182901,2.004659];21;366;2
[6.091650,2.979757,5.023029,1.810983];22;366;1
[5.787448,2.886817,4.601270,1.709246];23;366;0
[5.241464,2.751612,3.894821,1.387886];24;366;1
[5.220648,3.071107,2.797747,0.846999];25;366;0
[5.246752,3.315481,2.292757,0.595656];26;366;0
[5.495740,3.431785,2.537352,0.690475];27;366;0
[5.775514,3.198983,3.175785,1.020383];28;366;0
[6.168888,2.842918,4.180504,1.781072];29;366;0
[6.166855,2.930556,5.311835,2.261270];30;366;1
[6.504392,3.077987,5.446000,1.894431];31;366;3
[6.494820,2.838417,4.712550,1.573946];32;366;4
[5.925565,2.843094,4.411574,1.561357];33;366;0
[4.972772,2.538937,4.450433,1.663718];34;366;1
[5.510493,2.845551,3.716203,1.322148];35;366;1
[5.318584,2.440364,3.684879,1.109629];36;366;7
[5.769884,2.668068,4.026069,1.224932];37;366;6
[5.994540,2.795920,4.479800,1.484516];38;366;2
[6.273697,2.715905,4.877989,1.793750];39;366;3
[7.019064,3.185614,5.935793,2.195946];40;366;5
[6.779714,3.043292,5.540055,2.164092];41;366;4
[6.666124,3.093974,5.207887,1.821596];42;366;0
[6.299689,3.152553,4.566806,1.537946];43;366;5
[5.695823,2.958543,4.267734,1.311281];44;366;5
[5.599700,2.721051,4.155619,1.305093];45;366;3
[5.599626,2.589350,4.343063,1.232871];46;366;1
[5.954931,2.683089,4.623189,1.379001];47;366;3
[6.180110,2.741304,4.833185,1.539376];48;366;4
[6.382708,2.664495,5.228559,1.791456];49;366;1
[7.587622,3.013017,6.441665,2.141814];50;366;8
[7.174589,3.431268,6.019194,2.384724];51;366;1
[6.815726,3.180063,5.048772,1.673318];52;366;3
[6.100755,3.358934,4.570894,1.604463];53;366;1
[5.956437,3.060428,4.349025,1.471353];54;366;2
[5.651662,2.756896,4.241231,1.326792];55;366;0
[5.798557,2.588631,4.557087,1.312183];56;366;1
[6.023016,2.278564,5.041362,1.488561];57;366;1
[6.148781,2.660091,5.435082,1.420994];58;366;1
[6.596909,2.566280,5.716212,1.732500];59;366;1
[6.335834,3.332826,5.487875,2.356287];0;367;4
[6.393145,3.000502,5.459712,2.213514];1;367;3
[6.219659,2.956303,5.156322,1.918577];2;367;0
[5.810365,2.778906,4.737446,1.670708];3;367;0
[5.150437,2.958486,2.623458,0.777285];4;367;0
[4.872537,3.192971,1.549906,0.252565];5;367;20
[5.010701,3.526528,1.329796,0.290801];6;367;10
[5.230486,3.756440,1.428728,0.285712];7;367;5
[5.342137,3.658574,1.712655,0.361102];8;367;4
[5.939943,3.898323,2.715356,1.356768];9;367;0
[6.671927,3.026001,5.202254,2.291258];10;367;2
[6.382600,3.161246,5.242349,2.236639];11;367;1
[6.030991,3.001722,4.837371,1.813379];12;367;3
[5.790214,2.771932,4.999070,1.897511];13;367;4
[5.208973,2.893425,3.290724,1.096121];14;367;1
[5.081107,3.419293,1.795582,0.427692];15;367;4
[5.097589,3.785603,1.593925,0.207027];16;367;3
[5.473282,4.122527,1.570022,0.350495];17;367;3
[5.494315,3.866330,1.952153,0.489081];18;367;1
[5.574957,3.539470,3.872299,0.955034];19;367;0
[6.508114,3.010464,5.186776,2.185874];20;367;0
[6.462265,3.015760,5.184173,2.005218];21;367;2
[6.094350,2.980159,5.024288,1.811948];22;367;1
[5.788354,2.886990,4.601921,1.709565];23;367;0
[5.241464,2.751612,3.894821,1.387886];24;367;1
[5.220648,3.071107,2.797747,0.846999];25;367;0
[5.246752,3.315481,2.292757,0.595656];26;367;0
[5.495740,3.431785,2.537352,0.690475];27;367;0
[5.775514,3.198983,3.175785,1.020383];28;367;0
[6.168888,2.842918,4.180504,1.781072];29;367;0
[6.184188,2.934562,5.313919,2.257457];30;367;1
[6.529474,3.079383,5.443084,1.907465];31;367;3
[6.504399,2.844601,4.728803,1.586383];32;367;4
[5.928819,2.843952,4.414875,1.563156];33;367;0
[4.972772,2.538937,4.450433,1.663718];34;367;1
[5.510493,2.845551,3.716203,1.322148];35;367;1
[5.318584,2.440364,3.684879,1.109629];36;367;7
[5.769884,2.668068,4.026069,1.224932];37;367;6
[5.994540,2.795920,4.479800,1.484516];38;367;2
[6.273697,2.715905,4.877989,1.793750];39;367;3
[7.011515,3.180186,5.901823,2.189862];40;367;5
[6.862238,3.082198,5.443967,2.120120];41;367;4
[6.680952,3.094356,5.220067,1.839247];42;367;0
[6.303206,3.152245,4.571688,1.541239];43;367;5
[5.695823,2.958543,4.267734,1.311281];44;367;5
[5.599700,2.721051,4.155619,1.305093];45;367;3
[5.599626,2.589350,4.343063,1.232871];46;367;1
[5.954931,2.683089,4.623189,1.379001];47;367;3
[6.180110,2.741304,4.833185,1.539376];48;367;4
[6.382708,2.664495,5.228559,1.791456];49;367;1
[7.571365,3.015074,6.417037,2.140825];50;367;8
[7.157180,3.410266,5.979936,2.366672];51;367;1
[6.817718,3.178170,5.057075,1.683405];52;367;3
[6.103424,3.358070,4.573662,1.606118];53;367;1
[5.956437,3.060428,4.349025,1.471353];54;367;2
[5.651662,2.756896,4.241231,1.326792];55;367;0
[5.798557,2.588631,4.557087,1.312183];56;367;1
[6.023016,2.278564,5.041362,1.488561];57;367;1
[6.148781,2.660091,5.435082,1.420994];58;367;1
[6.596909,2.566280,5.716212,1.732500];59;367;1
[6.335834,3.332826,5.487875,2.356287];0;368;4
[6.393145,3.000502,5.459712,2.213514];1;368;3
[6.219659,2.956303,5.156322,1.918577];2;368;0
[5.810365,2.778906,4.737446,1.670708];3;368;0
[5.150437,2.958486,2.623458,0.777285];4;368;0
[4.872537,3.192971,1.549906,0.252565];5;368;20
[5.010701,3.526528,1.329796,0.290801];6;368;10
[5.230486,3.756440,1.428728,0.285712];7;368;5
[5.342137,3.658574,1.712655,0.361102];8;368;4
[5.939943,3.898323,2.715356,1.356768];9;368;0
[6.671927,3.026001,5.202254,2.291258];10;368;2
[6.382600,3.161246,5.242349,2.236639];11;368;1
[6.030991,3.001722,4.837371,1.813379];12;368;3
[5.790059,2.772037,4.997930,1.897024];13;368;4
[5.210279,2.893447,3.291757,1.096801];14;368;2
[5.084147,3.416250,1.806155,0.432803];15;368;4
[5.099267,3.782645,1.600624,0.210676];16;368;3
[5.473386,4.121531,1.571676,0.351268];17;368;3
[5.494315,3.866330,1.952153,0.489081];18;368;1
[5.574957,3.539470,3.872299,0.955034];19;368;0
[6.508114,3.010464,5.186776,2.185874];20;368;0
[6.462265,3.015760,5.184173,2.005218];21;368;2
[6.094350,2.980159,5.024288,1.811948];22;368;1
[5.787725,2.887034,4.598575,1.708197];23;368;1
[5.249940,2.755120,3.887851,1.385808];24;368;1
[5.244699,3.060259,2.848611,0.875720];25;368;0
[5.255103,3.305658,2.323663,0.612308];26;368;0
[5.496088,3.430009,2.540900,0.692511];27;368;0
[5.775514,3.198983,3.175785,1.020383];28;368;0
[6.168888,2.842918,4.180504,1.781072];29;368;0
[6.184188,2.934562,5.313919,2.257457];30;368;1
[6.529474,3.079383,5.443084,1.907465];31;368;3
[6.504399,2.844601,4.728803,1.586383];32;368;4
[5.926893,2.844280,4.410101,1.561614];33;368;0
[5.012539,2.561829,4.396514,1.640658];34;368;1
[5.571901,2.882907,3.636480,1.306953];35;368;1
[5.336426,2.469506,3.679498,1.121699];36;368;6
[5.768889,2.669427,4.023572,1.225372];37;368;6
[5.994540,2.795920,4.479800,1.484516];38;368;2
[6.273697,2.715905,4.877989,1.793750];39;368;3
[7.011515,3.180186,5.901823,2.189862];40;368;5
[6.862238,3.082198,5.443967,2.120120];41;368;4
[6.680952,3.094356,5.220067,1.839247];42;368;0
[6.300858,3.151403,4.568443,1.540433];43;368;5
[5.693557,2.957159,4.251947,1.311014];44;368;4
[5.599719,2.732397,4.120392,1.304770];45;368;3
[5.599635,2.596694,4.325495,1.234458];46;368;1
[5.953746,2.683813,4.619773,1.378738];47;368;3
[6.180110,2.741304,4.833185,1.539376];48;368;4
[6.382708,2.664495,5.228559,1.791456];49;368;1
[7.571365,3.015074,6.417037,2.140825];50;368;8
[7.157180,3.410266,5.979936,2.366672];51;368;1
[6.817718,3.178170,5.057075,1.683405];52;368;3
[6.103014,3.357696,4.572869,1.605869];53;368;1
[5.955247,3.059892,4.346524,1.470781];54;368;2
[5.651359,2.757734,4.237474,1.326635];55;368;0
[5.797894,2.589671,4.553891,1.312142];56;368;1
[6.022672,2.279070,5.040187,1.488408];57;368;1
[6.148781,2.660091,5.435082,1.420994];58;368;1
[6.596909,2.566280,5.716212,1.732500];59;368;1
[6.335834,3.332826,5.487875,2.356287];0;369;4
[6.390830,2.998830,5.458177,2.212801];1;369;3
[6.207373,2.945515,5.152626,1.920502];2;369;0
[5.803368,2.761223,4.754092,1.691585];3;369;0
[5.163430,2.947646,2.679645,0.806193];4;369;0
[4.875300,3.190657,1.561427,0.258401];5;369;20
[5.010701,3.526528,1.329796,0.290801];6;369;10
[5.230486,3.756440,1.428728,0.285712];7;369;5
[5.342137,3.658574,1.712655,0.361102];8;369;4
[5.939943,3.898323,2.715356,1.356768];9;369;0
[6.671927,3.026001,5.202254,2.291258];10;369;2
[6.378601,3.157372,5.240930,2.235252];11;369;1
[6.010006,2.969913,4.847682,1.825211];12;369;3
[5.728272,2.585400,4.999350,1.967673];13;369;4
